VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
17035,PERNOD RICARD USA,2645,Chivas Regal,22,32,750,11427,250137,10418,188948,325120,8208,123780,74983,23,1,1
3089,SIDNEY FRANK IMPORTING CO,812,Jagermeister Liqueur,17,23,1000,14663,249711,14479,150326,313344,15203,8550,63633,20,1,1
1392,CONSTELLATION BRANDS INC,40097,Black Box Chard,11,17,3000,23567,249575,23511,183298,426706,10580,79529,177131,42,1,2
9552,M S WALKER INC,40425,Mionetto Prosecco Brut,6,14,750,38456,246888,37020,112547,451248,4149,55552,204360,45,1,2
12546,JIM BEAM BRANDS COMPANY,3696,Gilbeys Vodka,8,10,1750,32485,246886,32157,141623,341286,59081,123881,94400,28,1,1
8112,MOET HENNESSY USA INC,821,Grand Marnier,28,39,1000,8781,245780,8616,188002,331222,9047,48347,85442,26,1,1
12546,JIM BEAM BRANDS COMPANY,2788,Laphroaig 10 Yr Single Malt,31,45,750,7861,245578,7748,221251,346878,6105,123881,101300,29,1,1
1128,BROWN-FORMAN CORP,171,Gentleman Jack,37,50,1750,6664,244969,6590,236839,338434,12114,68602,93465,28,1,1
480,BACARDI USA INC,3436,Bombay Dry Gin,19,27,1750,12950,243330,12094,182039,312799,22226,89286,69469,22,1,1
4425,MARTIGNETTI COMPANIES,39335,Phillips Seven Deadly Znfdl,9,15,750,27503,240651,25987,128360,362244,2907,144929,121593,34,1,2
12546,JIM BEAM BRANDS COMPANY,4678,Courvoisier VS Cognac,17,25,750,14303,240004,14254,163977,329579,11227,123881,89575,27,1,1
4425,MARTIGNETTI COMPANIES,32826,Rombauer Carneros Chard,22,35,750,10641,238465,10274,127288,348353,1148,144929,109889,32,1,1
3960,DIAGEO NORTH AMERICA INC,2748,Johnnie Walker Blue Label,241,320,1750,991,238425,964,225203,307040,1772,257032,68616,22,1,1
1128,BROWN-FORMAN CORP,8526,Chambord Royale de France,20,28,750,11634,237683,12449,221828,355264,9807,68602,117581,33,1,1
8112,MOET HENNESSY USA INC,115,Belvedere Vodka,21,28,1000,11119,237613,10255,136171,287037,10768,48347,49424,17,1,1
3960,DIAGEO NORTH AMERICA INC,4734,Capt Morgan Cannon Blast,12,17,750,19847,236179,18637,138684,280601,14677,257032,44421,16,1,1
1392,CONSTELLATION BRANDS INC,8498,R M Woodbridge Svgn Bl Cal,6,9,1500,40293,235311,39910,124011,402154,8958,79529,166843,41,1,2
3960,DIAGEO NORTH AMERICA INC,4429,Capt Morgan Silver Spicd Rum,17,23,1750,13569,234879,13116,174606,301340,24103,257032,66460,22,1,1
10000,MAJESTIC FINE WINES,24327,La Crema Pnt Nr Sonoma Cst,13,20,750,17856,233914,15704,125859,323547,1754,17588,89633,28,1,1
3664,WILLIAM GRANT & SONS INC,4218,Sailor Jerry Spiced Navy Rum,12,17,750,18993,233804,16583,165063,286511,13062,30234,52707,18,1,1
3664,WILLIAM GRANT & SONS INC,2398,Tullamore Dew,16,21,750,14238,233503,13347,174270,300056,10515,30234,66552,22,1,1
10754,PERFECTA WINES,2531,WhistlePig 10 Yr Old Rye,46,64,750,5011,232360,4102,204949,288457,3234,28721,56097,19,1,1
1128,BROWN-FORMAN CORP,5299,Southern Comfort,15,22,1750,15196,231891,15234,136424,349221,27991,68602,117330,34,1,2
10754,PERFECTA WINES,43223,Ch Beauchene Cotes du Rhone,6,9,750,38980,231151,38054,100441,365708,4263,28721,134556,37,1,2
1392,CONSTELLATION BRANDS INC,3804,Svedka Vodka,8,13,750,30170,230197,29953,143882,308911,23583,79529,78714,25,1,1
1392,CONSTELLATION BRANDS INC,6565,Clos du Bois Cab Svgn N Cst,6,11,750,38180,228698,37769,95915,352579,4232,79529,123881,35,1,2
1392,CONSTELLATION BRANDS INC,29248,Toasted Head Chard,7,10,750,34803,227264,33858,101906,360783,3793,79529,133520,37,1,2
8892,TRINCHERO FAMILY ESTATES,12771,Joel Gott Cab Svgn 815,8,13,750,26874,226817,25372,109808,339061,2839,11596,112245,33,1,1
3960,DIAGEO NORTH AMERICA INC,1380,Bulleit 95 Rye,34,50,1750,6655,226603,6486,208791,315297,11921,257032,88694,28,1,1
9815,WINE GROUP INC,11826,Cupcake Chard,5,7,750,47943,226291,46616,84403,350765,5226,27100,124474,35,1,2
12546,JIM BEAM BRANDS COMPANY,8066,DeKuyper Triple Sec,7,9,1750,31564,225051,31254,109083,285991,57425,123881,60940,21,1,1
9815,WINE GROUP INC,14706,Cupcake Prosecco,5,9,750,48442,222833,47545,95399,422213,5332,27100,199379,47,1,2
8664,"STOLI GROUP,(USA) LLC",3680,Stolichnaya Ohranj,19,25,1750,11728,222011,11749,165750,297849,21591,18544,75837,25,1,1
12546,JIM BEAM BRANDS COMPANY,1278,Jim Beam Black,27,36,1750,8275,221025,7868,195512,277415,14462,123881,56390,20,1,1
7239,REMY COINTREAU USA INC,5124,Cointreau Liqueur,52,67,1750,4269,219982,4150,204524,279735,7629,16979,59753,21,1,1
8004,SAZERAC CO INC,1398,Blantons Sgl Barrel Bourbon,41,57,750,5415,219795,5339,164771,302733,4206,50294,82938,27,1,1
3960,DIAGEO NORTH AMERICA INC,3397,Ciroc Red Berry Vodka,18,25,750,12012,219099,12058,136363,305545,9499,257032,86447,28,1,1
1128,BROWN-FORMAN CORP,3614,Finlandia Vodka,16,20,1750,13694,218967,13788,146054,287664,25338,68602,68697,24,1,1
12546,JIM BEAM BRANDS COMPANY,1358,Knob Creek Bourbon,43,65,1750,5105,218749,4775,229111,296925,8778,123881,78176,26,1,1
12546,JIM BEAM BRANDS COMPANY,4269,Calico Jack Spiced Rum,9,12,1750,23661,218154,23702,148821,292864,43550,123881,74710,26,1,1
3960,DIAGEO NORTH AMERICA INC,2723,J & B Rare,21,30,1750,10153,217477,9306,166336,289582,17103,257032,72105,25,1,1
3252,E & J GALLO WINERY,40545,Whitehaven Svgn Bl Marlboro,10,15,750,21850,216971,21477,103566,321940,2404,61967,104970,33,1,1
9815,WINE GROUP INC,31465,Franzia Tap Chard,10,16,5000,20812,216029,20846,181830,347564,15635,27100,131535,38,1,2
1128,BROWN-FORMAN CORP,2062,Woodford Reserve Bourbon,44,60,1750,4886,215521,5017,223516,314044,9222,68602,98522,31,1,1
7245,PROXIMO SPIRITS INC.,8472,1800 Silver Tequila,15,21,750,14375,215481,14364,189128,331230,11314,38995,115749,35,1,2
1392,CONSTELLATION BRANDS INC,28947,R M Woodbridge Merlot Cal,6,9,1500,36313,214610,35634,119032,357636,7996,79529,143026,40,1,2
8352,LUXCO INC,8626,Ezra Brooks,12,16,1750,18389,214600,18180,182883,326500,33406,10262,111901,34,1,2
480,BACARDI USA INC,5315,B & B Liqueur Dom,19,29,750,11165,214591,11624,174993,307572,9156,89286,92980,30,1,1
12546,JIM BEAM BRANDS COMPANY,273,Sauza Extra Gold Tequila,17,22,1750,12365,214038,10442,131727,235544,19191,123881,21505,9,1,1
3960,DIAGEO NORTH AMERICA INC,567,Ketel One Vodka,21,29,1000,10321,213748,10206,134253,295872,10716,257032,82124,28,1,1
3960,DIAGEO NORTH AMERICA INC,3072,Ciroc Peach Vodka,18,25,750,11614,211839,11265,104525,283914,8874,257032,72075,25,1,1
4425,MARTIGNETTI COMPANIES,13665,Josh Cellars Chard,9,13,750,23640,211814,23175,104058,312371,2593,144929,100557,32,1,1
3252,E & J GALLO WINERY,33149,Alamos Ridge Malbec Mendoza,5,9,750,43995,210736,43685,101928,382832,4895,61967,172096,45,1,2
3960,DIAGEO NORTH AMERICA INC,2287,Johnnie Walker Double Black,29,39,750,7176,209683,6790,164738,276954,5350,257032,67271,24,1,1
4425,MARTIGNETTI COMPANIES,36770,Yellow Tail Cab Svgn Ausl,6,10,1500,34120,209156,33726,101509,326205,7570,144929,117049,36,1,2
8004,SAZERAC CO INC,5891,Ryans Irish Cream,12,16,1750,17651,208988,18252,161691,291849,33539,50294,82862,28,1,1
8004,SAZERAC CO INC,3612,Taaka Vodka,7,10,1750,30304,206370,30650,106645,284148,56313,50294,77777,27,1,1
9819,TREASURY WINE ESTATES,32648,Beringer Classic Wh Znfdl,5,8,1500,38916,206255,38957,105215,344974,8746,14837,138720,40,1,2
3960,DIAGEO NORTH AMERICA INC,3513,Ciroc Snap Frost Vodka,18,25,750,11424,205404,11526,129614,290944,9080,257032,85540,29,1,1
8664,"STOLI GROUP,(USA) LLC",3427,Stolichnaya Blueberi,18,25,1750,11462,204597,11516,171474,291065,21163,18544,86468,30,1,1
4425,MARTIGNETTI COMPANIES,46202,Yellow Tail Pnt Grigio Ausl,6,10,1500,33781,204375,33442,97744,322375,7507,144929,118000,37,1,2
8112,MOET HENNESSY USA INC,8537,Dom Chandon Brut Cuvee,9,14,750,21737,204110,20903,91171,312344,2340,48347,108234,35,1,2
9815,WINE GROUP INC,15393,Cupcake Pnt Grigio,5,7,750,45251,204082,44465,90083,335460,4982,27100,131378,39,1,2
12546,JIM BEAM BRANDS COMPANY,3726,Gilbeys Vodka Traveler,4,5,750,53960,203969,53667,90541,276249,42246,123881,72281,26,1,1
1392,CONSTELLATION BRANDS INC,44208,Black Box Pnt Grigio,11,17,3000,18622,203911,18429,161169,333085,8293,79529,129174,39,1,2
7245,PROXIMO SPIRITS INC.,8473,1800 Silver Tequila,24,42,1750,8333,203659,8205,200539,306668,15080,38995,103009,34,1,2
3252,E & J GALLO WINERY,19848,Carnivor Cab Svgn,5,10,750,38169,203441,35495,98378,335379,3974,61967,131938,39,1,2
8004,SAZERAC CO INC,5101,Dr McGillicuddy's Mentholmnt,10,14,750,19547,203093,18265,128510,258455,14385,50294,55362,21,1,1
8673,STE MICHELLE WINE ESTATES,8838,Ch Ste Michelle Cab Svgn Col,8,13,750,26317,202904,25737,120604,344457,2878,15920,141553,41,1,2
480,BACARDI USA INC,4226,Bacardi Superior Rum Trav,8,14,750,26107,200502,25990,156776,300152,20464,89286,99650,33,1,1
3664,WILLIAM GRANT & SONS INC,2517,Balvenie 14 Yr Caribean Cask,46,69,750,4316,200349,4263,216487,299856,3360,30234,99508,33,1,1
2000,SOUTHERN WINE & SPIRITS NE,26948,Ferrari-Carano Chard,12,19,750,17364,200207,15055,91525,295359,1685,19017,95153,32,1,1
3960,DIAGEO NORTH AMERICA INC,4265,Capt Morgan Spiced Rum,8,11,375,24219,200049,24042,145343,264222,9443,257032,64173,24,1,1
1128,BROWN-FORMAN CORP,8288,Korbel Brut,8,12,750,25153,199715,24819,100515,317623,2777,68602,117908,37,1,2
3960,DIAGEO NORTH AMERICA INC,1003,Crown Royal +2 Reusable Cups,17,26,750,11973,199470,9310,62121,214037,7330,257032,14567,7,1,1
3960,DIAGEO NORTH AMERICA INC,822,Tanqueray,20,27,1000,9976,199420,9900,143884,267201,10395,257032,67781,25,1,1
3960,DIAGEO NORTH AMERICA INC,305,Crown Royal Canadian Whisky,22,28,1000,8946,198691,8826,139698,247040,9267,257032,48349,20,1,1
10000,MAJESTIC FINE WINES,6575,Kendall Jackson RSV Svgn Bl,6,10,750,33825,197538,31723,91508,314528,3552,17588,116990,37,1,2
480,BACARDI USA INC,4223,Bacardi Gold Rum,15,20,1750,13236,197481,13505,168314,288561,24818,89286,91080,32,1,1
1590,DIAGEO CHATEAU ESTATE WINES,32906,Sterling Vintners Cab Svgn C,6,10,750,30724,197248,30852,98077,329862,3455,7260,132614,40,1,2
11567,CAMPARI AMERICA,8258,Campari,21,28,750,9347,196754,9285,163505,278457,7315,20965,81703,29,1,1
8664,"STOLI GROUP,(USA) LLC",3694,Stolichnaya Razberi,13,17,750,14577,196498,14539,145786,265313,11450,18544,68815,26,1,1
11567,CAMPARI AMERICA,3834,Skyy Vodka,10,13,750,19183,196242,19245,143069,253063,15157,20965,56820,22,1,1
3960,DIAGEO NORTH AMERICA INC,4478,Myers Original Dark Rum,14,18,750,14485,195982,14711,154624,264651,11588,257032,68669,26,1,1
8673,STE MICHELLE WINE ESTATES,35464,Stags Leap Artemis Cab Svgn,28,46,750,6878,195610,6091,151379,306724,678,15920,111114,36,1,2
12546,JIM BEAM BRANDS COMPANY,8451,Cruzan Aged Dark Rum,13,17,1750,15519,195384,15472,158243,269353,28432,123881,73969,27,1,1
2000,SOUTHERN WINE & SPIRITS NE,10058,F Coppola Dmd Ivry Cab Svgn,9,14,750,21097,195358,21018,113447,293349,2348,19017,97991,33,1,2
4425,MARTIGNETTI COMPANIES,6983,J Lohr Seven Oaks Cab Svgn,8,12,750,23576,194974,25703,131707,408148,2876,144929,213174,52,1,2
8320,SHAW ROSS INT L IMP LTD,2834,Old Smuggler P E T,12,16,1750,15744,193651,15753,133828,266926,28946,3152,73275,27,1,1
9815,WINE GROUP INC,6725,Franzia Crisp White Tap,8,15,5000,22825,192643,22806,154617,312014,17105,27100,119371,38,1,2
7153,PINE STATE TRADING CO,14393,Ch Montaud Cotes de Prov Rse,7,11,750,29622,192543,28294,88747,328398,3169,15885,135855,41,1,2
4425,MARTIGNETTI COMPANIES,3295,Tito's Handmade Vodka,8,10,375,24207,191962,23984,137106,262992,9422,144929,71031,27,1,1
12546,JIM BEAM BRANDS COMPANY,1396,Old Crow,10,16,1750,18373,191814,18275,142787,272761,33580,123881,80947,30,1,1
3960,DIAGEO NORTH AMERICA INC,5491,Rumpleminze,1,2,50,131272,191657,130060,36721,258819,6817,257032,67162,26,1,1
9815,WINE GROUP INC,11828,Cupcake Svgn Bl,4,7,750,48254,191568,47866,85490,361344,5367,27100,169775,47,1,2
1128,BROWN-FORMAN CORP,1955,Jack Daniels Tennessee Honey,10,13,375,19908,191515,19712,128305,239667,7741,68602,48152,20,1,1
8004,SAZERAC CO INC,3960,Tortilla Gold Tequila Liquer,10,12,1750,20108,191428,20143,106834,258593,37013,50294,67164,26,1,1
12546,JIM BEAM BRANDS COMPANY,4199,Sauza Blanco Tequila,17,24,1750,11313,191416,9217,130690,208876,16939,123881,17460,8,1,1
4425,MARTIGNETTI COMPANIES,35414,Yellow Tail Shiraz Ausl,6,10,1500,31177,191115,31008,102777,301592,6957,144929,110477,37,1,2
1392,CONSTELLATION BRANDS INC,6650,Simi Chard,7,15,750,25851,190780,26137,95289,341003,2928,79529,150222,44,1,2
3960,DIAGEO NORTH AMERICA INC,597,Baileys Irish Cream,22,28,1000,8861,190777,8747,134128,244829,9184,257032,54051,22,1,1
2561,EDRINGTON AMERICAS,2656,Cutty Sark,20,25,1750,9746,190242,9282,144569,238229,17059,9655,47987,20,1,1
7245,PROXIMO SPIRITS INC.,415,Jose Cuervo Especial,13,21,1000,14539,189589,14561,139974,289524,15289,38995,99936,35,1,2
480,BACARDI USA INC,443,St Germain Liqueur,24,34,750,7748,189439,7705,171471,273864,6071,89286,84425,31,1,1
3664,WILLIAM GRANT & SONS INC,2374,Tullamore Dew,31,40,1750,6041,188721,5118,147454,214993,9408,30234,26272,12,1,1
3960,DIAGEO NORTH AMERICA INC,2958,Dalwhinnie 15-Yr Single Mal,41,55,750,4598,187277,4161,186519,247565,3280,257032,60289,24,1,1
660,SAZERAC NORTH AMERICA INC.,4359,Mr Boston Light Rum,8,13,1750,24276,187168,24253,99047,260199,44563,17932,73031,28,1,1
12546,JIM BEAM BRANDS COMPANY,3706,Pinnacle Citrus Vodka,13,17,1750,14304,186953,13896,144497,233895,25536,123881,46942,20,1,1
4425,MARTIGNETTI COMPANIES,36771,Yellow Tail Merlot Ausl,6,10,1500,31192,186216,31154,101533,303930,6991,144929,117714,39,1,2
9815,WINE GROUP INC,27351,Almaden Chard Cal B/B,10,18,5000,17916,185968,17977,164744,299322,13483,27100,113354,38,1,2
3960,DIAGEO NORTH AMERICA INC,2244,Crown Royal Vanilla,18,24,750,10379,185784,7615,85513,176578,5997,257032,-9206,-5,1,1
9165,ULTRA BEVERAGE COMPANY LLP,41213,A to Z Pnt Nr Ore,12,20,750,15385,185697,13578,90675,224193,1516,68055,38496,17,1,1
12546,JIM BEAM BRANDS COMPANY,1476,Jim Beam Traveler,16,22,1750,11569,185682,15044,91724,342246,27640,123881,156563,46,1,2
3960,DIAGEO NORTH AMERICA INC,381,Baileys Irish Cream w/4 Glss,15,22,750,12796,185542,12056,51471,241001,9493,257032,55459,23,1,1
3960,DIAGEO NORTH AMERICA INC,1892,Yukon Jack,1,1,50,254824,183473,253371,20741,250837,13296,257032,67364,27,1,1
9165,ULTRA BEVERAGE COMPANY LLP,3658,Patron Anejo Tequila,42,59,750,4345,182056,4046,177531,237482,3190,68055,55426,23,1,1
8004,SAZERAC CO INC,5661,Dr McGillicuddy's Root Beer,10,14,750,17654,182013,17280,123683,240509,13609,50294,58496,24,1,1
17035,PERNOD RICARD USA,8143,Perrier Jouet Grand Brut,23,40,750,7892,181674,6414,116542,238311,714,123780,56637,24,1,1
480,BACARDI USA INC,4267,Bacardi Limon Rum,16,20,1750,11630,181661,11043,152710,240838,20295,89286,59177,25,1,1
17035,PERNOD RICARD USA,3724,Absolut Citron,12,17,750,14749,181560,14719,155483,260230,11593,123780,78670,30,1,1
480,BACARDI USA INC,7345,M & R Asti,7,14,750,26883,181460,26350,88993,290795,2948,89286,109334,38,1,2
8004,SAZERAC CO INC,2973,Eagle Rare Single Barrel Bo,20,30,750,9090,180437,9002,157402,257337,7092,50294,76900,30,1,1
2000,SOUTHERN WINE & SPIRITS NE,28147,Kris Pnt Grigio Alto Adige,7,11,750,25240,180214,27949,91461,308790,3129,19017,128576,42,1,2
3252,E & J GALLO WINERY,27461,Ecco Domani Pnt Grigio Venez,6,9,750,29316,179414,29340,77635,270059,3286,61967,90645,34,1,2
480,BACARDI USA INC,903,Bombay Sapphire Gin,19,25,1000,9534,179144,9465,132815,251306,9938,89286,72162,29,1,1
7245,PROXIMO SPIRITS INC.,4174,Kraken Black Spiced Rum,22,30,1750,8290,178981,7883,167080,230394,14490,38995,51413,22,1,1
7245,PROXIMO SPIRITS INC.,5765,Jose Cuervo Lime Margarita,10,14,1750,17257,178783,17169,131402,251755,31548,38995,72973,29,1,1
1392,CONSTELLATION BRANDS INC,10723,R M Woodbridge Chard,6,9,1500,28709,177996,28164,95926,283128,6320,79529,105133,37,1,2
3960,DIAGEO NORTH AMERICA INC,2721,Johnnie Walker Green Label,48,60,750,3736,177871,3172,120885,192003,2499,257032,14132,7,1,1
3252,E & J GALLO WINERY,46379,Ghost Pine Cab Svgn LMartini,9,17,750,18883,177311,18796,120809,303925,2099,61967,126614,42,1,2
17035,PERNOD RICARD USA,5356,Kahlua,7,10,375,24707,176408,24532,129980,245075,9636,123780,68667,28,1,1
8004,SAZERAC CO INC,5111,Dr McGillicuddy's Mentholmnt,1,1,50,244654,176151,241963,20941,239543,12692,50294,63392,26,1,1
9165,ULTRA BEVERAGE COMPANY LLP,3733,Patron Silver Tequila,84,110,1750,2095,175896,2047,179194,230060,3763,68055,54163,24,1,1
12546,JIM BEAM BRANDS COMPANY,5096,DeKuyper Peachtree Schnapps,8,10,750,21940,175301,21914,117145,229683,17256,123881,54382,24,1,1
7245,PROXIMO SPIRITS INC.,3787,Jose Cuervo Especial Silver,12,17,750,14846,175183,14977,144531,248461,11797,38995,73278,29,1,1
4425,MARTIGNETTI COMPANIES,27735,Bogle Cab Svgn Cal,7,10,750,26689,174279,25329,89956,258987,2833,144929,84708,33,1,1
3252,E & J GALLO WINERY,38899,L Martini Cab Svgn Sonoma,7,13,750,23903,174014,22045,96739,288467,2466,61967,114453,40,1,2
3960,DIAGEO NORTH AMERICA INC,3214,Ciroc Mango Vodka,20,25,750,8702,173953,6566,29588,164084,5171,257032,-9869,-6,1,1
3664,WILLIAM GRANT & SONS INC,3534,Milagro Silver Tequila,18,24,750,9571,173905,9386,157792,244901,7395,30234,70996,29,1,1
3960,DIAGEO NORTH AMERICA INC,3859,Smirnoff 80 Proof,7,9,375,25325,172463,25669,128341,230764,10082,257032,58301,25,1,1
1392,CONSTELLATION BRANDS INC,43809,R M Woodbridge Pnt Nr,6,9,1500,29380,171579,28969,106258,289571,6498,79529,117992,41,1,2
3960,DIAGEO NORTH AMERICA INC,3800,Don Julio Anejo Tequila,43,54,750,3997,171271,3561,151993,196544,2808,257032,25273,13,1,1
11567,CAMPARI AMERICA,8462,Frangelico Hazelnut Liqueur,16,25,750,10822,171204,10783,158696,247420,8496,20965,76216,31,1,1
3252,E & J GALLO WINERY,44038,Barefoot Pnt Grigio Cal,6,9,1500,29195,171083,27580,110346,290137,6186,61967,119054,41,1,2
3252,E & J GALLO WINERY,31487,Barefoot Bubbly Brut Cve,5,8,750,32180,170232,32413,69035,257729,3632,61967,87497,34,1,2
3924,HEAVEN HILL DISTILLERIES,3967,Deep Eddy Ruby Red,12,16,750,14442,169838,13156,116766,218911,10361,14070,49074,22,1,1
8673,STE MICHELLE WINE ESTATES,42764,14 Hands Cab Svgn Wash,6,9,750,27749,168991,27708,81647,273570,3102,15920,104579,38,1,2
480,BACARDI USA INC,4222,Bacardi Gold Rum,8,12,750,21056,168237,20910,103864,229243,16471,89286,61005,27,1,1
8112,MOET HENNESSY USA INC,4652,Hennessy XO Cognac,119,160,750,1419,168166,1312,136472,218787,1034,48347,50621,23,1,1
12546,JIM BEAM BRANDS COMPANY,1962,Jim Beam Apple,11,16,750,15244,167989,14289,133470,218340,11256,123881,50351,23,1,1
3960,DIAGEO NORTH AMERICA INC,3606,Smirnoff Raspberry Vodka,1,1,50,226085,167303,225741,21764,223484,11843,257032,56181,25,1,1
9165,ULTRA BEVERAGE COMPANY LLP,3329,Seagrams Extra Smooth Vodka,11,14,1750,15415,167099,14875,130678,229023,27334,68055,61925,27,1,1
3960,DIAGEO NORTH AMERICA INC,4268,Capt Morgan Private Stock,18,23,750,9154,167061,7809,123953,175607,6155,257032,8546,5,1,1
8004,SAZERAC CO INC,3050,Bowman Vodka,7,9,1750,25635,166884,25479,100077,229056,46814,50294,62172,27,1,1
3960,DIAGEO NORTH AMERICA INC,8441,Baileys Irish Cream,9,12,375,18659,166438,18491,112932,237352,7262,257032,70913,30,1,1
9815,WINE GROUP INC,6281,Franzia Sunset Blush Tap,9,15,5000,18527,166002,18500,139196,252407,13875,27100,86405,34,1,2
7239,REMY COINTREAU USA INC,8166,Mount Gay Eclipse,15,20,750,10955,165859,10608,135722,217856,8358,16979,51997,24,1,1
1392,CONSTELLATION BRANDS INC,10472,Clos du Bois Pnt Nr Cal,6,11,750,27172,164934,25151,76927,232387,2814,79529,67453,29,1,1
10000,MAJESTIC FINE WINES,6824,Kendall Jackson Pnt Nr Vtnr,10,15,750,16050,164834,14579,87208,216815,1627,17588,51982,24,1,1
3960,DIAGEO NORTH AMERICA INC,3790,Don Julio Blanco Tequila,36,46,750,4620,164703,4328,145890,204227,3411,257032,39524,19,1,1
3960,DIAGEO NORTH AMERICA INC,8513,Baileys Irish Cream Mini's 4,7,11,100,25088,164577,25083,93729,245204,2612,257032,80627,33,1,1
7245,PROXIMO SPIRITS INC.,5587,Jose Cuervo Golden Margarita,13,18,1750,12475,164296,12660,135314,236196,23264,38995,71901,30,1,1
3089,SIDNEY FRANK IMPORTING CO,5447,Jagermeister Liqueur,8,10,375,21515,164159,20979,124306,209580,8236,8550,45421,22,1,1
17035,PERNOD RICARD USA,3389,Seagrams Extra Dry Gin,12,16,1750,13108,163719,12456,121801,211627,22891,123780,47909,23,1,1
8664,"STOLI GROUP,(USA) LLC",3938,Stolichnaya,12,17,750,13051,163007,12960,146066,233926,10210,18544,70919,30,1,1
3960,DIAGEO NORTH AMERICA INC,5292,Rumpleminze,13,18,750,12309,161617,11069,133933,213373,8720,257032,51756,24,1,1
3960,DIAGEO NORTH AMERICA INC,2436,Crown Royal,12,15,375,13383,160462,13272,131852,198947,5206,257032,38485,19,1,1
10000,MAJESTIC FINE WINES,15105,Kendall Jackson Avant Chard,7,11,750,23343,160133,22874,80911,248151,2559,17588,88018,35,1,2
12546,JIM BEAM BRANDS COMPANY,8023,DeKuyper Triple Sec,3,5,750,48771,159969,49019,70206,230817,38591,123881,70848,31,1,1
9552,M S WALKER INC,4380,Ron Virgin Heavy Bodied Rum,11,14,1750,14723,159597,14183,50930,201244,26061,55552,41647,21,1,1
9206,PHILLIPS PRODUCTS CO.,3529,U V Vodka,10,14,1750,15726,159462,15907,119013,230983,29229,2212,71521,31,1,1
1392,CONSTELLATION BRANDS INC,40098,Black Box Merlot Cal,10,17,3000,15341,159240,15262,152418,281227,6868,79529,121988,43,1,2
